student_id,name,skills,experience_years,education,location
S00199,Student_199,"Computer Vision, AWS, Kubernetes, TensorFlow",4,Bachelor,Berlin
S00200,Student_200,"React, NLP",2,PhD,New York
S00201,Student_201,"C++, Kubernetes",2,PhD,London
S00202,Student_202,"Kubernetes, GCP, AWS, Python",4,Bachelor,Seattle
S00203,Student_203,"Machine Learning, NLP, Go",1,Master,Bangalore
S00204,Student_204,"Azure, Docker, NLP, SQL, Computer Vision, Python",1,Bachelor,San Francisco
S00205,Student_205,"Ruby, Computer Vision, NLP, TypeScript",2,Bachelor,Seattle
S00206,Student_206,"GCP, Java",3,Master,Singapore
S00207,Student_207,"Azure, Docker, Computer Vision, AWS, React",6,Bachelor,Seattle
S00208,Student_208,"Docker, NLP, Kubernetes, GCP, React, Java",3,Master,San Francisco
S00209,Student_209,"AWS, PyTorch, Ruby, C++, Azure, Java",3,Master,London
S00210,Student_210,"AWS, Machine Learning, Node.js",3,Bachelor,Singapore
S00211,Student_211,"Docker, Java, TensorFlow",4,Bachelor,Singapore
S00212,Student_212,"Data Engineering, Ruby, GCP, Go, Machine Learning, React",2,High School,Toronto
S00213,Student_213,"Node.js, Ruby, SQL, Azure",3,Bachelor,Berlin
S00214,Student_214,"Data Engineering, SQL, Ruby, Azure, Kubernetes",4,High School,San Francisco
S00215,Student_215,"TypeScript, PyTorch, NLP, Data Engineering, SQL, React",4,PhD,Singapore
S00216,Student_216,"GCP, TensorFlow, PyTorch",3,Bachelor,New York
S00217,Student_217,"AWS, GCP, Docker, PyTorch, Java",3,High School,Toronto
S00218,Student_218,"PyTorch, TypeScript, Java, Azure, Ruby",5,PhD,Seattle
S00219,Student_219,"GCP, SQL, TypeScript, Docker, Go",13,High School,Seattle
S00220,Student_220,"Node.js, Machine Learning, GCP, Docker",2,Bachelor,London
S00221,Student_221,"Kubernetes, NLP, Machine Learning, Docker",13,Bachelor,Seattle
S00222,Student_222,"Machine Learning, PyTorch, Docker, Computer Vision",2,Bachelor,New York
S00223,Student_223,"Kubernetes, Java, C++, GCP",0,PhD,Toronto
S00224,Student_224,"React, Machine Learning, Ruby",2,High School,San Francisco
S00225,Student_225,"Go, PyTorch, SQL, GCP, Machine Learning, Kubernetes",4,Bachelor,London
S00226,Student_226,"TypeScript, Java, Data Engineering",11,High School,Austin
S00227,Student_227,"Data Engineering, Kubernetes, TypeScript",2,Bachelor,Remote
S00228,Student_228,"TensorFlow, C++, Azure, Data Engineering",5,Bachelor,Berlin
S00229,Student_229,"PyTorch, TypeScript, Computer Vision, Java, C++",1,Master,London
S00230,Student_230,"SQL, TensorFlow, Azure, AWS",11,Master,Bangalore
S00231,Student_231,"Kubernetes, Docker",7,Master,Berlin
S00232,Student_232,"PyTorch, Machine Learning, Computer Vision, Docker, React",2,Master,Austin
S00233,Student_233,"Computer Vision, SQL",8,Bachelor,Austin
S00234,Student_234,"NLP, Docker, Azure",3,Bachelor,Austin
S00235,Student_235,"GCP, Machine Learning",8,Bachelor,Berlin
S00236,Student_236,"Machine Learning, TensorFlow, Data Engineering, Python, Docker",3,High School,Remote
S00237,Student_237,"Go, PyTorch, Computer Vision",3,Bachelor,Berlin
S00238,Student_238,"Kubernetes, AWS, SQL",2,Bachelor,Singapore
S00239,Student_239,"Docker, AWS, TensorFlow, Python, React",5,Master,Berlin
S00240,Student_240,"Python, Azure, React, Computer Vision, Java",4,Master,San Francisco
S00241,Student_241,"Azure, Docker, PyTorch, Go, Python, C++",5,Master,New York
S00242,Student_242,"Azure, Node.js, Python, TypeScript, Docker",1,Bachelor,San Francisco
S00243,Student_243,"GCP, Machine Learning, SQL, Azure, TypeScript, Computer Vision",8,Master,Toronto
S00244,Student_244,"Java, Machine Learning, Docker, Data Engineering, SQL",9,Bachelor,New York
S00245,Student_245,"SQL, GCP, Kubernetes",4,Bachelor,Bangalore
S00246,Student_246,"Node.js, SQL, C++, Kubernetes, Azure",12,Master,New York
S00247,Student_247,"Node.js, AWS, Azure, Computer Vision",10,Master,Toronto
S00248,Student_248,"GCP, Java, TensorFlow, Go, Azure",5,PhD,Bangalore
S00249,Student_249,"Docker, Computer Vision, TypeScript, Ruby",8,Master,London
S00250,Student_250,"Kubernetes, GCP, AWS, Docker, Ruby, TensorFlow",7,Bachelor,Toronto
S00251,Student_251,"Computer Vision, Java, Data Engineering, Azure, Go, Python",1,Master,Austin
S00252,Student_252,"Computer Vision, Node.js, SQL, Docker, NLP, Java",3,Bachelor,London
S00253,Student_253,"Machine Learning, Data Engineering",6,High School,San Francisco
S00254,Student_254,"Azure, TypeScript, NLP",10,PhD,New York
S00255,Student_255,"Machine Learning, Data Engineering, Azure, Go, Ruby, NLP",1,High School,London
S00256,Student_256,"Azure, NLP, GCP, Node.js, React, SQL",1,High School,London
S00257,Student_257,"PyTorch, NLP, Go, AWS, Node.js",3,Master,Toronto
S00258,Student_258,"TypeScript, Kubernetes, TensorFlow",0,Bachelor,London
S00259,Student_259,"Data Engineering, Java",3,Master,Toronto
S00260,Student_260,"GCP, Azure",4,Master,Bangalore
S00261,Student_261,"Kubernetes, TypeScript, Java, Go, Azure, Node.js",1,Bachelor,Remote
S00262,Student_262,"React, TensorFlow, Python",3,Bachelor,Singapore
S00263,Student_263,"Data Engineering, Go, Machine Learning, Docker",6,High School,Seattle
S00264,Student_264,"PyTorch, Computer Vision, Ruby, Docker, Machine Learning",2,PhD,San Francisco
S00265,Student_265,"Data Engineering, PyTorch, Azure, Machine Learning, Java",2,Master,London
S00266,Student_266,"PyTorch, SQL, AWS, TypeScript, Machine Learning",3,Bachelor,London
S00267,Student_267,"React, Azure, PyTorch, Kubernetes",1,Master,Berlin
S00268,Student_268,"Go, Node.js, Machine Learning",11,Master,Singapore
S00269,Student_269,"Docker, PyTorch, Java, Machine Learning, Go, GCP",3,Master,Singapore
S00270,Student_270,"Ruby, SQL, Python, Docker",2,High School,Singapore
S00271,Student_271,"C++, Ruby, Computer Vision, Python",4,Bachelor,Bangalore
S00272,Student_272,"Kubernetes, TensorFlow, React, NLP",3,Bachelor,San Francisco
S00273,Student_273,"Java, Data Engineering",3,Bachelor,Toronto
S00274,Student_274,"GCP, Machine Learning, TypeScript",2,Master,Austin
S00275,Student_275,"NLP, Machine Learning, Azure, PyTorch",2,Bachelor,Austin
S00276,Student_276,"Data Engineering, AWS, Node.js",1,Bachelor,London
S00277,Student_277,"SQL, Kubernetes",8,PhD,Singapore
S00278,Student_278,"React, Java, GCP, Go, C++",5,Master,Toronto
S00279,Student_279,"Data Engineering, TensorFlow, Kubernetes, Ruby, Python, SQL",4,PhD,Bangalore
S00280,Student_280,"React, C++, Azure, SQL, PyTorch",3,Bachelor,Singapore
S00281,Student_281,"Kubernetes, Go, Python, AWS, Computer Vision",1,Bachelor,Berlin
S00282,Student_282,"NLP, Azure, SQL, TypeScript",2,High School,Bangalore
S00283,Student_283,"Azure, Go, Kubernetes",1,High School,Bangalore
S00284,Student_284,"Go, Node.js, AWS, Machine Learning, TypeScript",2,Bachelor,Austin
S00285,Student_285,"Azure, Machine Learning, C++, PyTorch, NLP, Node.js",1,High School,New York
S00286,Student_286,"GCP, TensorFlow, PyTorch",10,Bachelor,Singapore
S00287,Student_287,"Machine Learning, GCP, Ruby, Java, NLP, Kubernetes",6,Master,Berlin
S00288,Student_288,"GCP, PyTorch, Ruby, TensorFlow, Kubernetes, React",4,Master,Austin
S00289,Student_289,"AWS, Computer Vision, Kubernetes, Python",2,Bachelor,Berlin
S00290,Student_290,"Ruby, React, SQL, TensorFlow, Java, Node.js",1,Master,Singapore
S00291,Student_291,"Machine Learning, React, SQL, AWS, C++",3,High School,Austin
S00292,Student_292,"Machine Learning, Computer Vision, C++, Ruby, TensorFlow",6,Master,New York
S00293,Student_293,"PyTorch, C++, Go",1,Bachelor,Toronto
S00294,Student_294,"NLP, GCP, Java, Data Engineering, Ruby, Node.js",5,Bachelor,Berlin
S00295,Student_295,"TensorFlow, C++, React, Node.js, Kubernetes, AWS",2,PhD,Berlin
S00296,Student_296,"C++, TensorFlow, GCP, Ruby",2,Bachelor,Berlin
S00297,Student_297,"AWS, Ruby, Go, NLP",3,Master,Seattle
S00298,Student_298,"Machine Learning, Kubernetes, SQL, Ruby",2,PhD,San Francisco
S00299,Student_299,"Data Engineering, Node.js, TensorFlow, C++",3,Bachelor,Bangalore
S00300,Student_300,"Go, Node.js, Machine Learning, AWS",1,Master,Singapore
S00301,Student_301,"React, SQL, PyTorch",2,Bachelor,Remote
S00302,Student_302,"AWS, Computer Vision",6,Bachelor,Toronto
S00303,Student_303,"Machine Learning, Python",4,PhD,London
S00304,Student_304,"TensorFlow, TypeScript, C++, Kubernetes, GCP",6,Bachelor,New York
S00305,Student_305,"Ruby, React",2,Bachelor,New York
S00306,Student_306,"Computer Vision, Java, SQL",5,PhD,Seattle
S00307,Student_307,"Java, Kubernetes, SQL, Python, Ruby",1,Bachelor,San Francisco
S00308,Student_308,"Kubernetes, Data Engineering, Go, PyTorch",3,Bachelor,London
S00309,Student_309,"Data Engineering, Node.js, C++, AWS, GCP, Docker",5,Master,Berlin
S00310,Student_310,"Python, GCP, Kubernetes",1,Bachelor,Remote
S00311,Student_311,"TypeScript, NLP, Computer Vision",2,Bachelor,San Francisco
S00312,Student_312,"AWS, Java, Machine Learning, TensorFlow, GCP",3,PhD,New York
S00313,Student_313,"NLP, React, Data Engineering, Node.js",7,PhD,Berlin
S00314,Student_314,"Ruby, Python, Node.js, Azure, React, TypeScript",2,Master,Toronto
S00315,Student_315,"Java, NLP, PyTorch, Kubernetes",5,Master,Berlin
S00316,Student_316,"TypeScript, React, Ruby, Machine Learning",9,Bachelor,Toronto
S00317,Student_317,"Azure, Computer Vision, Go, TensorFlow, C++, NLP",5,Bachelor,Singapore
S00318,Student_318,"PyTorch, Data Engineering",3,Bachelor,Austin
S00319,Student_319,"Ruby, AWS",4,High School,Bangalore
S00320,Student_320,"C++, Ruby, Go, Machine Learning, Java, TensorFlow",2,Master,Toronto
S00321,Student_321,"C++, Ruby",4,Bachelor,Bangalore
S00322,Student_322,"SQL, Data Engineering, Machine Learning, PyTorch, Computer Vision",3,Bachelor,New York
S00323,Student_323,"Data Engineering, Kubernetes, Python, NLP, Node.js, Computer Vision",4,High School,Remote
S00324,Student_324,"Docker, SQL, Computer Vision, Azure, TypeScript, Node.js",2,PhD,San Francisco
S00325,Student_325,"SQL, Kubernetes, Computer Vision, Java, Machine Learning",4,Master,Seattle
S00326,Student_326,"NLP, Data Engineering, TypeScript, Go",2,High School,Bangalore
S00327,Student_327,"Azure, AWS, Java",6,PhD,Seattle
S00328,Student_328,"Machine Learning, React, Python, Go, Kubernetes, Ruby",3,Master,Bangalore
S00329,Student_329,"Go, NLP, React, TypeScript, Data Engineering",0,Bachelor,Berlin
S00330,Student_330,"AWS, SQL, Computer Vision",1,Master,New York
S00331,Student_331,"C++, Docker, AWS",3,Bachelor,Toronto
S00332,Student_332,"SQL, React, TypeScript, NLP, Data Engineering, AWS",10,Bachelor,New York
S00333,Student_333,"PyTorch, Kubernetes, React",6,Master,Singapore
S00334,Student_334,"Ruby, GCP, React, Kubernetes",0,Master,Bangalore
S00335,Student_335,"Computer Vision, Kubernetes, Node.js",1,High School,Singapore
S00336,Student_336,"Computer Vision, Go, TensorFlow",7,High School,Austin
S00337,Student_337,"PyTorch, GCP, Computer Vision, Go, Machine Learning",5,Bachelor,London
S00338,Student_338,"TensorFlow, React, Ruby, Kubernetes, Machine Learning, NLP",13,Bachelor,New York
S00339,Student_339,"Computer Vision, TypeScript, Go, PyTorch, Machine Learning, C++",2,Bachelor,Remote
S00340,Student_340,"Docker, Data Engineering, Azure, TypeScript",2,Bachelor,Remote
S00341,Student_341,"Node.js, NLP",4,Master,Singapore
S00342,Student_342,"Docker, C++",2,Master,Singapore
S00343,Student_343,"C++, TensorFlow, TypeScript, GCP, Kubernetes, Data Engineering",7,High School,Remote
S00344,Student_344,"TensorFlow, React",2,Master,Remote
S00345,Student_345,"React, Go, GCP, Kubernetes, NLP",3,Bachelor,Austin
S00346,Student_346,"Node.js, Azure, PyTorch, TensorFlow",1,Bachelor,Toronto
S00347,Student_347,"C++, Azure, GCP, Computer Vision",6,High School,Remote
